unit,med_spec,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
P_HTHAB,GEN_PRAC,EL	: 	: 	34.52 	33.93 	33.91 	32.77 	31.65 	30.22 b	23.36 	21.58 	20.05 	18.67 	17.48 	16.87 	15.42 	14.19 	14.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,ES	: 	91.42 	91.51 	89.16 b	75.93 	74.86 	74.79 	75.04 	75.11 	74.96 	74.28 	74.33 	73.24 	72.57 	69.85 	72.08 	71.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,FR	: 	85.39 	86.98 	87.55 	89.11 	89.72 	91.36 	93.08 	94.86 	96.25 	98.40 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,HR	: 	57.37 	57.48 	60.57 	55.81 	55.17 	55.35 	57.27 	53.73 	53.08 	52.44 	51.86 	56.59 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,HU	: 	38.50 b	45.98 	44.91 	44.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,IE	85.88 	86.53 	82.24 	83.84 	82.00 	75.81 	74.93 	76.97 	72.69 	72.14 	72.25 b	55.57 	54.00 	52.14 	52.67 	50.54 	51.15 	51.62 	51.09 	51.70 	48.37 	48.01 	47.78 	48.02 	47.06 	45.83 	45.78 	46.40 	46.00 	45.98 	44.88 	44.91 	44.72 	44.48 	43.45 	42.72 	42.00 
P_HTHAB,GEN_PRAC,IS	: 	: 	59.63 	61.81 	60.86 	63.50 b	57.74 	57.42 	58.07 	57.37 	57.99 	57.23 	58.40 	58.91 	60.34 	60.24 	60.32 b	57.86 	: 	: 	61.06 	60.81 	: 	56.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,IT	70.38 p	70.16 	71.03 	71.47 	72.24 	73.03 	73.53 	73.92 	75.05 	76.31 	77.57 	77.40 	78.19 	79.06 	80.36 	79.94 	81.12 	81.58 	82.20 	82.21 	82.54 	82.80 	83.04 	83.54 	83.48 	83.78 	82.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,LI	66.57 	61.70 	62.24 	65.37 	65.86 	63.63 	61.34 	61.75 	73.01 	73.66 	71.60 	72.18 	72.74 	70.48 	70.90 	68.50 	71.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,LT	: 	89.06 	91.26 	91.38 	94.33 	91.52 	90.81 	88.67 	86.28 	85.41 	85.10 b	73.97 	72.69 	71.54 	71.67 	69.54 	67.24 	66.09 	65.12 	61.20 	56.44 	51.98 	48.01 	42.54 	40.56 	39.48 	38.47 	38.80 	39.37 	39.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,LU	: 	: 	: 	: 	89.55 	86.55 	87.43 	87.90 	85.95 	83.06 	81.80 	81.66 	79.35 	81.24 	81.67 	77.23 	78.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,LV	: 	74.51 	71.53 	73.22 	72.80 	72.06 	69.73 	69.92 	67.42 	65.77 	64.48 	62.50 	61.40 	60.76 	59.58 	58.78 	58.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,ME	: 	50.86 	49.84 	54.00 	48.68 	45.64 	43.88 	39.40 	38.80 	32.87 	30.64 	31.48 	33.65 	38.45 	32.68 	30.14 	32.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,MT	: 	80.53 	82.33 	81.71 	80.98 	79.06 	78.42 	79.62 	79.82 	79.76 	75.67 	67.07 	66.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,NL	: 	91.34 	89.94 	88.31 	86.93 	85.32 	83.88 	82.35 b	78.50 	76.94 	73.22 	73.02 	71.63 	69.66 	68.14 	68.24 	66.15 	64.56 	63.98 	62.86 	61.78 	61.35 	59.82 b	48.42 	47.81 	47.56 	46.56 	46.32 	45.90 	45.86 	45.81 	45.87 	45.80 	45.51 	45.33 	44.73 	44.49 
P_HTHAB,GEN_PRAC,NO	87.16 	86.72 	85.77 	84.75 	84.01 	82.24 	81.25 b	79.48 	78.06 	77.53 	74.90 	74.26 	73.31 b	73.95 	73.43 	72.63 	70.02 	70.17 	61.23 	65.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,PL	: 	: 	: 	: 	22.17 	22.09 	21.78 	22.20 	21.74 	22.18 	20.42 	20.81 	20.58 	22.29 	16.33 	13.60 	14.27 	13.28 	11.89 	9.59 	8.84 	7.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,PT	: 	274.29 	263.95 	244.30 	235.41 	227.24 	217.40 	210.81 	199.87 	192.77 	190.33 	184.77 	176.25 	170.70 	163.22 	155.00 	152.39 	145.69 	140.76 	133.40 	138.64 	134.74 	131.86 b	43.34 	43.03 	42.41 	40.21 	29.95 	26.81 	20.71 	2.75 	2.75 	2.64 	2.51 	2.49 	2.35 	2.16 
P_HTHAB,GEN_PRAC,RO	: 	64.45 	62.90 	61.75 	62.20 	62.60 	62.24 	63.56 	63.73 	68.63 	72.54 	71.66 b	62.53 	68.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,RS	71.61 	65.47 b	: 	69.30 	69.09 	69.56 b	70.29 	70.72 	71.45 	71.34 	73.02 	74.50 	74.21 	74.49 	71.71 	70.15 	68.82 	67.96 	62.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,SE	: 	: 	62.07 	63.71 	63.74 	64.34 	64.75 	64.58 	64.49 	64.05 	63.11 	62.88 	63.18 	62.28 	61.89 	60.66 	59.09 	57.69 	56.91 	55.79 	54.55 	52.61 	51.65 	51.09 	49.59 	48.37 	47.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,SI	: 	61.60 	60.19 	61.48 	59.86 	57.38 	54.86 	51.60 	49.76 	46.62 	45.21 	43.84 	42.02 	41.16 	40.79 	38.42 	38.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,TR	: 	67.29 d	63.31 d	59.81 bd	59.77 d	58.16 d	57.08 d	53.82 d	53.90 d	55.07 d	56.37 d	56.16 d	52.72 d	52.92 d	51.76 d	50.71 bd	48.36 d	46.02 d	45.59 d	45.89 d	45.01 d	42.11 bd	69.57 d	67.57 d	65.67 d	64.97 d	66.19 d	66.23 d	61.44 d	53.77 d	49.15 d	45.88 d	41.86 d	37.68 d	33.26 d	32.04 d	30.99 d
P_HTHAB,GEN_PRAC,UK	: 	: 	: 	74.58 	75.42 	76.33 d	77.05 bd	78.32 d	77.77 d	78.51 d	78.78 d	77.50 d	79.38 d	75.80 d	73.97 d	73.25 d	73.18 d	71.56 d	69.82 d	67.81 d	67.13 d	66.39 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,AL	: 	: 	: 	: 	: 	: 	: 	: 	6.60 	: 	: 	: 	6.52 	: 	6.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,AT	23.03 	22.80 	22.51 	: 	21.52 	21.40 	21.53 	21.20 	20.85 	19.86 	19.60 	19.48 	19.11 	18.97 	18.82 	18.21 	17.85 	17.24 	16.71 	16.12 	15.92 	15.40 	14.74 	14.67 	13.97 	13.32 	12.74 	12.15 	11.46 	11.17 	10.83 	10.71 	10.39 	10.15 	9.80 	9.39 	9.25 
P_HTHAB,GYN,BE	: 	13.40 	13.23 	13.08 	12.78 	12.90 	12.56 	12.53 	12.34 	12.33 	12.25 	12.33 	12.33 	12.30 	11.91 	11.69 	11.56 	11.54 	11.40 	11.47 	11.28 	11.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,BG	: 	25.87 	25.30 b	24.80 	24.51 	24.57 	24.05 	24.13 	23.48 	23.10 	22.58 	22.36 b	18.63 	18.44 	17.97 b	17.72 	17.35 	17.03 	17.47 	17.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,CH	22.87 	22.52 	22.32 	22.27 	21.63 	21.17 	20.78 	20.32 	19.79 	18.66 	18.09 	17.21 	16.83 	16.16 b	16.02 	15.70 	15.50 	14.90 	14.65 	13.26 	12.82 	12.74 	11.97 	12.19 	12.03 	11.84 	11.63 	11.55 	11.34 	11.05 	10.96 	10.84 	: 	: 	: 	: 	: 
P_HTHAB,GYN,CY	: 	: 	22.90 	21.61 	20.48 	19.26 	19.11 	18.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.16 	: 	: 	: 	: 	17.52 	: 	17.73 	17.18 	17.31 	18.80 	19.03 	17.69 	16.61 	14.24 	14.40 
P_HTHAB,GYN,CZ	: 	29.97 e	29.66 be	: 	: 	: 	: 	: 	25.32 	25.42 	25.19 	24.99 	24.44 	24.33 	: 	: 	24.14 b	: 	: 	: 	: 	22.42 	: 	: 	: 	: 	21.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,DE	: 	26.06 	25.89 	25.64 	25.51 	25.39 	25.29 	25.12 	24.82 	24.71 	24.30 	23.74 	23.16 	22.92 	22.69 	22.67 	22.63 	22.50 	22.36 	22.25 	22.05 	21.74 	21.52 	21.25 	20.95 	20.84 	20.53 	20.09 	19.60 	19.00 	18.52 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,DK	: 	: 	11.57 	11.32 	11.21 	10.93 	10.63 	10.58 	10.45 	10.44 	10.18 	10.15 	9.78 	9.67 	9.78 	9.82 	9.65 	9.25 	9.22 	9.06 	8.81 	8.69 	8.47 	8.24 	8.02 	7.60 	7.36 	6.99 	6.46 	6.48 	6.17 	6.32 	6.04 	5.97 	5.50 	5.35 	5.32 
P_HTHAB,GYN,EE	: 	23.99 	23.59 	23.00 	22.85 	22.50 	23.26 	23.11 	22.84 b	20.03 	20.87 	19.68 	20.08 	20.42 	20.29 	19.68 	20.08 	20.62 	20.28 	20.52 	18.51 	18.83 	19.35 	19.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,EL	: 	: 	32.31 	31.79 	31.60 	31.47 	31.20 	30.64 b	26.10 	25.74 	25.35 	24.70 	24.49 	24.38 	23.93 	23.26 	22.94 	22.67 	22.16 	21.67 	21.18 	21.17 	20.62 	20.30 	20.01 	19.84 	19.59 	19.36 	19.28 	18.51 	18.44 	17.72 	: 	17.22 	18.00 	17.42 	17.06 
P_HTHAB,GYN,ES	: 	12.48 d	12.21 d	12.36 d	12.06 d	12.08 d	11.99 d	12.04 d	11.86 d	12.06 d	12.08 d	11.94 bd	10.25 d	10.11 d	9.76 d	9.47 d	9.39 d	9.47 d	9.23 d	9.08 d	8.93 d	8.82 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,FI	: 	14.11 	14.05 	14.05 	13.96 	13.90 	14.14 	14.04 	13.90 	13.58 	13.44 	13.46 	13.28 	13.25 	13.12 	13.05 	12.94 	12.39 	11.91 	11.81 	11.68 	11.40 	11.03 	10.79 	10.33 	9.99 	9.71 	9.37 	9.18 	8.93 	8.74 	8.22 	7.69 	7.40 	6.99 	6.63 	6.28 
P_HTHAB,GYN,FR	: 	11.91 	11.90 	11.89 	11.95 	12.03 	12.09 	12.14 	12.20 	12.25 	12.27 b	12.21 	12.13 b	12.20 	12.08 	12.02 	11.95 	11.91 	11.85 	11.85 	11.78 	11.65 	11.86 	11.51 	11.59 	11.49 	11.48 	11.56 	11.61 	11.57 	11.50 	11.35 	: 	: 	: 	: 	: 
P_HTHAB,GYN,HR	: 	20.31 	20.73 	20.19 	19.56 	18.60 	18.58 	17.99 	17.89 	17.62 	17.30 	16.99 	16.79 b	7.84 	7.77 	7.49 	7.54 	7.29 	6.94 	6.62 	6.51 	6.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,HU	: 	13.99 b	15.79 	15.31 	14.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,IE	8.77 	8.22 	7.86 	7.68 	7.76 	7.76 	7.10 	6.96 b	7.22 b	7.35 	7.99 b	4.71 	4.26 	3.74 	3.21 	2.62 	2.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,IS	: 	: 	16.64 	15.31 	15.73 	16.40 b	13.30 	13.13 	13.59 	12.16 	11.60 	11.32 	11.30 	11.03 	11.23 	12.18 	11.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,IT	20.56 p	20.47 	20.40 	20.30 	20.34 	20.09 	19.31 	19.51 	19.67 	20.47 	20.22 e	19.91 e	19.87 e	19.95 e	20.10 e	19.83 e	19.92 e	19.89 e	19.63 e	19.38 e	19.16 e	18.91 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,LI	15.36 	15.42 	15.56 	20.92 	21.07 	23.86 	24.00 	21.48 	21.63 	21.82 	22.03 	13.88 	13.99 	11.28 	8.51 	8.56 	8.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,LT	: 	24.04 	23.12 	24.42 	24.75 	24.68 	24.58 	24.66 	25.15 	25.24 	25.07 b	22.47 	22.35 	22.95 	23.83 	24.19 	22.99 	22.59 	22.81 	23.21 	23.51 	24.06 	24.29 	24.17 	24.08 	23.35 	22.73 	23.57 	23.76 	23.05 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,LU	: 	: 	: 	: 	16.94 	16.28 	16.15 	15.82 	15.83 	15.26 	15.43 	14.99 	14.67 	14.12 	14.17 	13.96 	13.11 	12.88 	12.84 	12.55 	12.68 	12.15 b	13.47 	12.95 	12.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,LV	: 	19.26 	19.33 	20.19 	19.72 	19.60 	20.13 	21.22 	21.41 	22.22 	21.80 	21.31 	22.09 	22.46 	22.27 	21.68 	21.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,ME	: 	19.31 	19.13 	18.80 	18.80 	17.84 	17.20 	16.08 	15.94 	16.11 	16.29 	16.14 	16.02 	15.58 	16.10 	16.13 	15.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,MK	: 	19.35 	19.79 	19.36 	19.52 	18.67 	18.89 	18.33 	17.78 	17.52 	17.44 	17.42 	15.80 	16.46 	15.46 	16.81 b	11.64 	11.76 	11.55 	11.42 	11.30 	11.25 	10.81 	11.21 	10.97 	10.90 	10.84 	11.20 	11.01 	10.68 	10.21 	9.72 	: 	: 	: 	: 	: 
P_HTHAB,GYN,MT	: 	15.72 	15.08 	16.30 	15.60 	14.71 	15.50 	13.12 	13.15 	11.67 	11.53 	11.34 	8.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,NL	: 	9.81 	9.70 	9.57 	9.46 	9.31 	9.25 	9.05 b	8.70 	8.43 	7.99 	7.80 	7.57 	7.54 	7.40 	7.30 	7.10 	6.52 	6.61 	6.54 	6.34 	6.14 	5.88 b	5.32 	5.48 	5.55 	5.38 	5.59 	5.57 	5.45 	: 	: 	: 	: 	: 	: 	4.75 
P_HTHAB,GYN,NO	13.10 	12.83 	12.32 	12.05 	11.64 	11.16 	10.91 b	11.13 	10.75 	10.96 	10.90 	10.94 	11.12 b	11.20 	11.32 	10.66 	10.77 	9.87 	9.75 	9.21 b	: 	: 	: 	9.34 	: 	: 	: 	: 	9.72 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,PL	: 	: 	: 	: 	13.10 	13.70 	13.28 	13.11 	13.27 	13.51 	13.57 	13.61 b	15.96 	13.91 	13.95 	13.78 	13.78 	16.21 	16.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,PT	: 	18.36 	17.99 	17.86 	17.47 	17.21 	16.66 	16.33 	16.04 	15.58 	15.06 	14.74 	14.52 	14.29 	14.09 	13.98 	13.86 	13.81 	13.64 	13.17 	13.04 	12.98 	12.71 	14.58 	14.19 	13.69 	12.22 	10.75 	9.57 	6.17 	6.08 	6.19 	6.14 	6.03 	6.01 	5.63 	5.55 
P_HTHAB,GYN,RO	: 	15.27 	14.39 	13.85 	13.31 	13.15 	12.73 	12.33 	11.95 	11.90 	11.31 	11.03 b	11.01 	10.66 e	10.34 e	9.50 b	9.01 b	8.91 	: 	8.63 	: 	: 	: 	8.26 	: 	: 	: 	7.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,RS	18.16 	18.57 b	: 	18.03 	18.00 	18.18 b	18.21 	17.87 	18.09 	18.29 	18.32 	17.76 	17.28 	17.40 	17.04 	16.77 	16.80 	16.99 	17.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,SE	: 	: 	13.97 	14.28 	14.35 	14.38 	14.39 	14.29 	14.13 	13.88 	13.96 	13.86 	13.74 	13.83 	13.71 	13.56 	13.27 	13.21 	12.77 	12.63 	12.48 	12.26 	12.24 	11.98 	11.77 	11.83 	11.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,SI	: 	18.45 	18.48 	18.23 	17.42 	17.05 	16.14 	16.49 	16.75 	15.94 	16.37 	15.96 	15.64 	15.63 	15.32 	14.90 	15.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,TR	: 	10.37 	9.94 	9.56 b	8.92 	8.74 	8.88 	8.86 	8.92 	8.62 	8.52 	9.07 	9.26 	8.88 	8.32 	8.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GYN,UK	: 	: 	: 	11.75 	11.70 	11.48 	11.54 b	11.69 	11.45 	11.58 	11.48 	11.23 	10.89 	10.52 	10.21 	10.32 	10.22 	9.73 	9.37 	9.17 	8.69 	8.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,AL	: 	: 	: 	: 	: 	: 	: 	: 	66.73 	: 	: 	: 	66.37 	: 	53.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,AT	127.60 	124.39 	120.80 	: 	114.93 	112.03 	115.08 	113.11 	110.26 	105.92 	103.51 	101.85 	99.21 	97.30 	95.55 	92.37 	89.99 	87.74 	85.64 	83.68 	81.74 	78.74 	75.84 	74.35 	69.82 	66.16 	62.19 	58.28 	54.96 	52.65 	50.59 	49.47 	48.47 	46.59 	45.23 	43.79 	41.45 
P_HTHAB,MED,BE	: 	91.11 	89.65 	88.20 	86.72 	86.07 	84.53 	83.05 	82.06 	81.42 	80.32 	79.00 	78.73 	78.17 	77.11 	76.10 	74.71 	73.70 	72.85 	72.15 	70.77 	69.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,BG	: 	183.52 	180.24 b	158.89 	156.60 	154.51 	150.21 	149.77 	148.92 	145.57 	143.41 	139.68 b	122.86 	122.92 	119.31 b	121.35 	120.79 	116.67 b	120.73 	113.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,CH	83.14 	81.26 	79.73 	78.63 	77.27 	75.38 	73.43 	71.24 	69.93 	67.20 	64.78 b	103.28 	99.96 	96.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,CY	: 	: 	142.52 	128.96 	122.39 	121.66 	118.33 	111.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.86 	: 	: 	: 	: 	87.42 	: 	87.21 	84.27 	79.48 	76.91 	76.98 	100.96 	92.64 	61.52 	80.33 
P_HTHAB,MED,CZ	: 	157.76 e	154.81 be	: 	: 	: 	: 	: 	152.19 	151.51 	149.21 	147.41 	146.39 	144.47 	: 	: 	145.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,DE	: 	145.84 	143.36 	140.06 	136.88 	134.07 	131.32 	128.03 	124.88 	122.25 	118.77 	113.80 	109.38 	106.02 	103.16 	99.68 	96.72 	96.26 	94.49 	94.03 	93.58 	92.68 	92.70 	91.95 	90.62 	90.16 	88.81 	86.91 	84.78 	82.19 	80.12 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,DK	: 	: 	78.46 	76.64 	75.58 	73.62 	71.80 	70.12 	68.46 	66.71 	65.63 	64.42 	61.81 	60.34 	58.08 	56.98 	56.41 	54.42 	52.39 	51.28 	49.41 	48.99 	47.16 	46.28 	44.45 	43.15 	41.79 	39.72 	38.33 	37.34 	36.22 	35.36 	34.56 	34.33 	32.32 	31.87 	31.50 
P_HTHAB,MED,EE	: 	125.16 	125.93 	127.08 	127.15 	126.92 	124.30 	122.10 	120.26 b	109.32 	107.42 	105.45 	105.43 	109.64 	105.47 	104.02 	103.71 	102.90 	103.23 	101.50 	98.12 	101.79 	107.25 	110.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,EL	: 	: 	262.27 	267.64 	262.14 	251.81 	245.90 	243.28 b	195.15 	190.33 	186.04 	181.88 	180.49 	177.78 	173.06 	167.65 	163.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,ES	: 	112.72 d	108.51 d	110.15 d	107.45 d	105.07 d	103.98 d	100.87 d	100.21 d	100.61 d	99.37 d	99.54 bd	50.99 d	48.77 d	46.78 d	44.02 d	43.15 d	42.26 d	40.52 d	38.79 d	36.86 d	36.70 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,FI	: 	86.52 	85.52 	84.72 	84.86 	83.73 	83.69 	82.71 	82.31 	81.70 	80.75 	79.43 	78.46 	77.39 	76.31 	75.14 	73.83 	71.04 	69.15 	66.65 	64.49 	62.50 	60.32 	58.15 	56.23 	54.27 	52.98 	51.45 	49.23 	46.73 	44.52 	41.89 	39.94 	37.80 	36.13 	33.96 	32.45 
P_HTHAB,MED,FR	: 	77.81 	76.98 	75.97 	75.71 	74.98 	74.01 	72.99 	72.48 	71.96 	71.03 b	76.96 	76.50 b	77.18 	77.17 	77.57 	78.00 	78.15 	77.60 	77.05 	76.20 	75.20 	74.75 	73.68 	72.99 	71.29 	69.96 	68.24 	65.50 	60.78 	58.99 	57.18 	: 	: 	: 	: 	: 
P_HTHAB,MED,HR	: 	137.28 	132.43 	126.65 	127.46 	118.85 	119.44 	114.21 	112.31 	110.00 	107.92 	105.55 	99.53 b	82.44 	81.13 	79.81 	77.42 	76.41 	75.51 	73.84 	73.85 	71.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,HU	: 	121.50 b	134.55 	129.97 	128.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,IE	71.14 	68.48 	63.03 	61.00 	60.12 	58.19 	52.79 	49.94 b	65.90 b	77.05 	81.46 b	49.93 	44.08 	40.58 	36.33 	33.15 	31.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,IS	: 	: 	110.94 	111.14 	111.82 	116.27 b	107.61 	109.05 	108.72 	111.94 	110.34 	114.77 	117.11 	116.57 	115.55 	114.89 	117.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,IT	156.53 p	149.39 	149.03 	145.84 	143.97 	140.86 	135.88 	139.26 	139.91 	136.79 	138.41 e	135.43 e	134.24 e	133.94 e	134.06 e	131.37 e	131.13 e	130.11 e	127.60 e	125.16 e	122.92 e	120.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED,LI	79.38 	79.69 	85.58 	88.90 	97.47 	92.80 	90.68 	99.34 	91.93 	84.57 	77.11 	74.96 	69.95 	59.20 	56.72 	59.94 	54.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
