n,id,cert/cot,cert/clr,cert/v,s,t,geo/0,geo/1
C.H.I.C. COTE BASQUE - ST JEAN DE LUZ,640780755,B,2,4,1,2,-1.65406,43.392067
LE NID BEARNAIS - SSR PEDIATRIQUE,640780904,A,1,4,3,2,-0.349336,43.323259
POLYCLINIQUE MARZET,640780938,B,2,4,2,2,-0.365353,43.303803
POLYCLINIQUE DE NAVARRE,640780946,A,1,4,2,2,-0.350188,43.323728
COLONIE SANITAIRE DES PEP,640781175,A,1,4,3,1,-0.714781,43.09256
CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY,640781225,A,1,4,2,2,-0.351362,43.287412
CLINIQUE PRINCESS,640781308,A,1,4,2,2,-0.348679,43.323963
NEPHROCARE BEARN-CTRE DIALYSE DU BEARN,640781332,A,1,4,2,2,-0.325012,43.276363
POLYCLINIQUE MARZET - SITE BILLERE,640781340,A,1,4,2,,-0.389878899,43.3013855
USLD CLOS MONTREUIL,640786281,B,2,4,1,2,-0.255217,43.174453
CRF EN MILIEU THERMAL,640787149,B,2,4,3,2,-0.929169,43.472464
CLINIQUE DE LA FONDATION LURO,640787156,B,2,4,3,2,-1.234144,43.170879
SSR CLINIQUE L'OSSAU,640789426,B,2,4,2,2,-0.389565,43.253637
SERVICE DE SOINS DE SUITE DE COULOMME,640789624,A,1,4,3,2,-0.923274,43.405729
CENTRE HEMODIALYSE CLINIQUE DELAY,640789640,A,1,4,2,2,-1.484311,43.479233
SANTE SERVICE BAYONNE-HAD,640789699,A,1,4,3,2,-1.458685,43.493832
CHU/ HOPITAL MARIN VILLE PARIS (APHP),640790150,B,2,4,1,3,-1.76198,43.375451
MAISON SAINT-ANTOINE,640792305,A,1,4,3,2,-0.865053,43.118534
ANTENNE AUTODIALYSE TEMPORAIRE DELAY,640796736,A,1,4,2,1,-1.485343,43.478915
ANTENNE AUTODIALYSE DELAY,640796835,A,1,4,2,1,-1.551962,43.469892
ANTENNE AUTODIALYSE DELAY,640797155,A,1,4,2,1,-1.236761,43.164154
ANTENNE AUTODIALYSE DELAY,640797296,A,1,4,2,1,-1.485097799,43.4799902
CH LOURDES,650000045,A,1,4,1,2,-0.045313,43.099697
CH BAGNERES DE BIGORRE,650000052,A,1,4,1,2,0.14647,43.066779
CH LANNEMEZAN,650000060,A,1,4,1,3,0.4120777,43.1185769
CH LE MONTAIGU,650000078,A,1,4,1,2,0.071234,43.092778
CH BIGORRE SITE GESPE TARBES,650000417,B,2,4,1,3,0.058132,43.222915
POLYCL DE L'ORMEAU SITE PYRENEES,650002579,A,1,4,2,2,0.077405,43.218847
AAIR UAD BAGNERES DE BIGORRE,650005044,B,2,4,3,1,0.147704,43.064743
CH BIGORRE SITE AYGUEROTE TARBES,650780141,B,2,4,1,2,0.067466,43.235061
CH BIGORRE SITE VIC EN BIGORRE,650780182,B,2,4,1,2,0.052977,43.385534
MAIS ENF DIETETIQUE THERMALE CAPVERN,650780323,A,1,4,3,2,0.310571,43.120092
CENTRE SSR MGEN L'ARBIZON,650780398,B,2,4,3,2,0.14493,43.061419
POLYCL DE L'ORMEAU SITE CENTRE,650780679,A,1,4,2,2,0.077292,43.224573
CL REPUBLIQUE,650780729,B,2,4,2,2,0.106394,43.228366
CLINIQUE MALADIES MENTALES LE PIETAT,650780737,A,1,4,2,2,0.137151,43.203232
CMC HOPITAUX DE LANNEMEZAN,650784218,A,1,4,1,2,0.38396,43.125519
USLD CH BAGNERES DE BIGORRE,650786668,A,1,4,1,2,0.14647,43.066779
AAIR UAD MAUBOURGUET,650788573,B,2,4,3,1,0.039499,43.454898
AAIR UAD LANNEMEZAN,650788599,B,2,4,3,1,0.38467,43.123936
AAIR UAD UDM LOURDES,650788607,B,2,4,3,1,-0.031865,43.102043
AAIR UAD TARBES,650788615,B,2,4,3,2,0.068646,43.219882
CH PERPIGNAN,660000084,B,2,4,1,3,2.886952,42.723685
CHS LEON JEAN GREGORY,660000092,A,1,4,1,3,2.749489,42.629325
CH PRADES,660000167,A,1,4,1,2,2.422018,42.628766
MEDIPOLE UAD LE SOLER,660004953,B,2,4,2,1,3.046786,42.551673
MEDIPOLE UAD ARGELES SUR MER,660004961,B,2,4,2,1,3.046786,42.551673
MEDIPOLE UAD ST LAURENT DE LA SALANQUE,660004979,B,2,4,2,1,3.046786,42.551673
CENTRE DE CONVALESCENCE ST CHRISTOPHE,660005166,A,1,4,3,2,2.894514,42.715557
AIDER SANTE UAD ELNE,660005182,A,1,4,3,1,2.973608,42.598415
AIDER SANTE UAD FONT ROMEU,660005190,A,1,4,3,1,2.050773,42.514452
AIDER SANTE UAD LE BOULOU,660005208,A,1,4,3,1,2.823333,42.526721
AIDER SANTE UAD CH PERPIGNAN,660005216,A,1,4,3,2,2.894836,42.697624
MEDIPOLE UAD PRADES,660005687,B,2,4,2,1,3.046786,42.551673
HAD MEDIHAD,660006172,B,2,4,2,2,2.935464,42.684821
CL MUTUALISTE CATALANE,660006305,B,2,4,3,2,2.8762196999,42.727506
USLD GCS POLE SANITAIRE CERDAN,660007261,B,2,4,3,2,2.0260613,42.4429039
USLD LES PATIOS D'ARGENT,660009341,B,2,4,3,2,3.127425,42.482161
GCS POLE SANITAIRE CERDAN,660009689,B,2,4,3,2,2.0258347,42.4432871
PSR SITE BOUFFARD VERCELLI PERPIGNAN,660010174,B,2,4,3,2,3.127425,42.482161
SSR CL AL SOLA,660780099,A,1,4,2,2,2.655317,42.48473
CSSR LE VALLESPIR,660780156,B,2,4,3,2,2.832866,42.514211
CL SENSEVIA,660780214,B,2,4,2,2,1.97357,42.417321
CL DU PRE,660780248,B,2,4,2,,2.952852,42.637961
POLE PEDIATRIQUE CERDAGNE OSSEJA,660780321,A,1,4,3,2,1.972078,42.41615
CL DU SOUFFLE LA SOLANE,660780347,A,1,4,2,2,1.981772,42.419621
CL DU VALLESPIR,660780628,B,2,4,2,2,2.7533733844,42.490449944
CRF MER AIR SOLEIL,660780636,B,2,4,2,2,3.087406,42.523688
POLYCL MEDITERRANEE,660780669,A,1,4,2,2,2.909568,42.682969
CL DU ROUSSILLON,660780735,B,2,4,2,2,2.886183,42.720566
CL ST JOSEPH DE SUPERVALTECH,660780743,A,1,4,2,2,2.847577,42.726623
CL ST MICHEL,660780776,B,2,4,2,2,2.417364,42.617324
CL ST PIERRE,660780784,B,2,4,2,2,2.864755,42.696017
SSR SOLEIL CERDAN,660780800,A,1,4,2,2,1.975435,42.416675
CL VAL PYRENE,660780842,A,1,4,2,2,2.034021,42.497761
CL SSR SUNNY COTTAGE,660781097,A,1,4,2,2,2.664569,42.476324
CRF CENTRE HELIO MARIN LE FLORIDE,660781287,A,1,4,2,2,3.037901,42.839841
USLD LA MISERICORDE CH PERPIGNAN,660781444,B,2,4,1,2,2.887781,42.6937
CL LA PINEDE CRF ST ESTEVE,660790163,B,2,4,2,2,2.841962,42.71337
POLYCL MEDIPOLE ST ROCH,660790387,B,2,4,2,2,2.932357,42.693457
CHU/ HOPITAL CIVIL / NOUVEL HOPITAL CIVIL,670000025,B,2,4,1,3,7.749077,48.577349
CRLCC PAUL STRAUSS - ICANS,670000033,B,2,4,3,2,7.7505489,48.5765715
HOPITAL LA GRAFENBOURG,670000041,A,1,4,1,2,7.720526,48.729594
EPSAN BRUMATH,670000058,B,2,4,1,3,7.706821,48.714787
CENTRE HOSPITALIER DE HAGUENAU,670000157,A,1,4,1,3,7.7792959999,48.7989566
CH SAINTE-CATHERINE DE SAVERNE,670000165,B,2,4,1,2,7.353906,48.746726
HOPITAL DU NEUENBERG,670000215,A,1,4,3,2,7.484602,48.872931
CENTRE SSR CHATEAU WALK,670000249,A,1,4,3,2,7.787799,48.816602
CH INTERCOMMUNAL DE LA LAUTER,670000272,B,2,4,1,2,7.933344,49.040268
CENTRE HOSPITALIER DÉPARTEMENTAL,670000306,B,2,4,1,2,7.8493836999,48.7536454
HOPITAL LOCAL DE MOLSHEIM,670000348,B,2,4,1,2,7.4899864,48.5424844
HOPITAL LOCAL DE ROSHEIM,670000371,B,2,4,1,2,7.481925,48.462318
CENTRE HOSPITALIER DE SELESTAT,670000397,B,2,4,1,2,7.4355548999,48.2628237
NOUVEL HOPITAL D'OBERNAI,670000405,B,2,4,1,2,7.4882044,48.4563248
HOPITAL LOCAL D'ERSTEIN,670000413,A,1,4,1,2,7.660328,48.421643
CENTRE HOSPITALIER D'ERSTEIN,670000603,B,2,4,1,3,7.6829463243,48.428036575
CENTRE D'AUTODIALYSE AURAL BERGSON,670002187,A,1,4,3,2,7.711428,48.590056
CLINIQUE DU RIED,670002278,A,1,4,2,2,7.771187,48.621742
HAD AURAL BERGSON,670005479,A,1,4,3,2,7.7124764,48.590429
HAD NORD ALSACE- FONDATION ST FRANÇOIS,670008838,A,1,4,3,2,7.8064716,48.8007752
CTRE AUTONOME D'ENDOSC DIGESTIVE AMBUL,670013325,A,1,4,2,2,7.74471,48.588647
ENDOSAV,670013341,A,1,4,2,2,7.362936,48.743116
UNITE DE DIALYSE AURAL SAVERNE,670013895,A,1,4,3,2,7.3516059999,48.747178
HOPITAL DE JOUR GERIATRIQUE,670014042,A,1,4,3,2,7.435557,48.263102
GERC-INSTITUT CARDIOVASC DE STRASBOURG,670014430,,,,2,,7.764991,48.58798
CENTRE D'HEMODIALYSE HAUTEPIERRE AURAL,670014455,A,1,4,3,,7.708718,48.594702
MAISON DE SANTE AMRESO BETHEL,670014992,B,2,4,3,2,7.690546,48.609559
CLINIQUE RHENA ASSOCIATION,670017458,A,1,4,3,2,7.7931879,48.5721917
HOPITAL DE JOUR ABRAPA,670018449,B,2,4,3,2,7.7439706,48.5771344
CHU/ CMCO,670780113,B,2,4,1,2,7.749413,48.600804
INST UNIV READAPT CLEMENCEAU STRASBG,670780121,A,1,4,3,2,7.754078,48.592098
CLINIQUE DE L'ORANGERIE,670780170,A,1,4,2,2,7.764991,48.58798
CLINIQUE SAINTE-BARBE,670780188,A,1,4,3,2,7.7355586999,48.582174599
CLINIQUE SAINTE-ANNE,670780212,A,1,4,3,2,7.786661,48.615448
CLINIQUE SAINT-FRANÇOIS,670780378,A,1,4,3,2,7.7861571,48.8197997
CLINIQUE SAINTE-ODILE,670780386,B,2,4,2,2,7.792891,48.818606
CENTRE SSR MARIENBRONN,670780501,A,1,4,3,2,7.8225939999,48.9726659
CRF MORSBRONN LES BAINS,670780550,A,1,4,3,2,7.747711,48.905911
CRF NIEDERBRONN LES BAINS,670780592,A,1,4,3,2,7.642086,48.950217
CENTRE MEDICAL CERRAN LIEBFRAUENTHAL,670780600,A,1,4,3,2,7.768954,48.951793
CRF SCHIRMECK,670780915,A,1,4,3,2,7.215848,48.486993
INST UNIV READAPT CLEMENCEAU ILLKIRCH,670781129,A,1,4,3,2,7.721729,48.536472
CHU/ HOP ROBERTSAU/PAVILLON SCHUTZENBERGER,670783133,B,2,4,1,2,7.792778,48.601771
CHU/ HOPITAL DE HAUTEPIERRE,670783273,B,2,4,1,3,7.710494,48.593711
CHU/ HUS / CENTRE DE SOINS DENTAIRES,670790179,B,2,4,1,,7.749077,48.577349
CENTRE DE DIALYSE AURAL HAGUENAU,670795921,A,1,4,3,2,7.7791408,48.798844
CLINIQUE DE LA TOUSSAINT,670797539,A,1,4,3,2,7.745177,48.586988
CLINIQUE SAINT-LUC,670798636,A,1,4,3,2,7.223128,48.482852
CHU/ HUS / USLD DE LA ROBERTSAU,670799550,B,2,4,1,2,7.787053,48.602599
AURAL - CLINIQUE SAINTE ANNE,670799667,A,1,4,3,2,7.786661,48.615448
HOPITAL LOCAL DE SIERENTZ,680000031,B,2,4,1,2,7.45845,47.651475
CENTRE MEDICAL LE SCHIMMEL,680000072,A,1,4,3,2,6.995716,47.773637
HOPITAL DE CERNAY,680000122,B,2,4,1,2,7.1753713,47.806648499
CENTRE DE READAPTATION DE MULHOUSE,680000130,A,1,4,3,2,7.301464,47.73227
SAINT JEAN CENTRE SSR,680000189,A,1,4,3,2,7.056749,47.755888
HOPITAL SAINT-VINCENT,680000221,B,2,4,3,2,6.974917,47.910932
CENTRE MEDICAL LALANCE,680000247,A,1,4,3,2,7.28044,47.759673
CENTRE MEDICAL LUPPACH,680000296,A,1,4,3,2,7.345785,47.504901
CENTRE MEDICAL LE ROGGENBERG,680000304,A,1,4,3,,7.24001,47.620831
SSR POLE DE GERONTOLOGIE SAINT DAMIEN,680000312,B,2,4,3,2,7.3387924999,47.7341822
CLINIQUE DIACONAT FONDERIE,680000320,B,2,4,3,2,7.3325898,47.7408452
CENTRE DE DIALYSE DIAVERUM MULHOUSE,680000338,A,1,4,2,2,7.3391159999,47.725637
CLINIQUE DIACONAT ROOSEVELT,680000494,B,2,4,3,2,7.330513,47.749399
CENTRE HOSPITALIER D'ALTKIRCH,680000544,B,2,4,1,2,7.250248,47.623972
CENTRE HOSPITALIER DE PFASTATT,680000577,A,1,4,1,2,7.3020921,47.771648
HOPITAL DE THANN,680000601,B,2,4,1,2,7.096705,47.813498
HOPITAL DU HASENRAIN,680000627,B,2,4,1,2,7.3316179999,47.7337773
HOPITAL LOUIS PASTEUR,680000684,B,2,4,1,3,7.3359490999,48.0774531
HOP INTERCOM ENSISHEIM NEUF-BRISACH,680000692,A,1,4,1,2,7.350716,47.868203
CENTRE HOSPITALIER DE GUEBWILLER,680000700,B,2,4,1,2,7.21534,47.908626
HOPITAL INTERCOMMUNAL DU VAL D'ARGENT,680000742,A,1,4,1,2,7.175128,48.245239
HOPITAL INTERCOM DE SOULTZ ISSENHEIM,680000767,B,2,4,1,2,7.2257198,47.8908117
HOPITAL LOEWEL DE MUNSTER,680000783,B,2,4,1,2,7.131405,48.043585
HOPITAL DE RIBEAUVILLE,680000833,B,2,4,1,2,7.316389,48.196665
CENTRE HOSPITALIER DE ROUFFACH,680000874,A,1,4,1,3,7.297689,47.957697
CLINIQUE DU DIACONAT COLMAR,680000882,A,1,4,3,2,7.346565,48.065155
HOPITAL ALBERT SCHWEITZER,680001195,A,1,4,3,2,7.364438,48.0639172
CLINIQUE KORIAN SOLISANA,680001294,A,1,4,2,2,7.1942971999,47.9158522
CENTRE MEDICAL SAINTE ANNE,680001310,A,1,4,3,2,7.19621,47.88505
CENTRE SSR MGEN ASS TROIS-EPIS,680001328,A,1,4,3,2,7.2293019999,48.098884
MAISON D'ACCUEIL DU DIACONAT,680001617,A,1,4,3,2,7.346565,48.065155
HOPITAL EMILE MULLER,680004546,B,2,4,1,3,7.3447338999,47.7236286
MAISON MEDICALE POUR PERSONNES AGEES,680004553,B,2,4,1,2,7.3418149,47.7271025
CENTRE POUR PERSONNES AGEES,680004579,B,2,4,1,2,7.334263,48.082979
HAD CENTRE ALSACE,680007648,B,2,4,3,2,7.4416241,48.3181795
UNITE AUTODIALYSE AURAL COLMAR,680010824,A,1,4,3,2,7.343142,48.075712
UNITE AUTODIALYSE AURAL MULHOUSE,680013778,A,1,4,3,2,7.339369,47.725763
HAD SUD ALSACE,680017829,B,2,4,3,2,7.3325908184,47.734647706
GCS 3F - CLINIQUE DES TROIS FRONTIERES,680020088,B,2,4,3,2,7.551542,47.5829813
POLE PUBLIC SAINT-LOUIS - GHRMSA,680020096,B,2,4,1,2,7.551542,47.5829813
CENTRE DEPART. DE REPOS ET DE SOINS,680020427,B,2,4,1,2,7.3378725,48.086486099
CH MONTGELAS,690000013,B,2,4,1,2,4.766362,45.599372
CH DE SAINTE FOY LES LYON,690000021,B,2,4,1,2,4.79534,45.732231
CH DE SAINT SYMPHORIEN SUR COISE,690000039,B,2,4,1,2,4.457523,45.632817
CH DE CONDRIEU GABRIEL MONTCHARMONT,690000047,B,2,4,1,2,4.771613,45.465201
CH DE NEUVILLE SUR SAONE,690000054,B,2,4,1,2,4.846265,45.872157
CH DE SAINT LAURENT DE CHAMOUSSET,690000062,B,2,4,1,2,4.466691,45.739547
CH LE VINATIER,690000088,B,2,4,1,3,4.89315,45.740575
CHS DE SAINT CYR AU MONT D'OR,690000096,B,2,4,1,2,4.818166,45.814372
HOPITAL DE FOURVIERE,690000245,B,2,4,3,2,4.818114,45.760158
MAISON DE SANTE DE VAUGNERAY,690000336,B,2,4,3,2,4.657504,45.738381
CENTRE MEDICAL DE L'ARGENTIERE,690000401,B,2,4,3,2,4.476619,45.683186
CTRE MEDICO-CHIR READAPT. LES MASSUES,690000427,A,1,4,3,3,4.7959205,45.7597728
CH NORD OUEST - VILLEFRANCHE,690000575,B,2,4,1,3,4.689613,46.000347
CH DE BELLEVILLE,690000583,A,1,4,1,2,4.748438,46.109764
CH DE BEAUJEU,690000591,B,2,4,1,2,4.587859,46.153639
CH DE GRANDRIS,690000617,A,1,4,1,2,4.475537,46.040306
CH DE TARARE,690000625,A,1,4,1,2,4.441191,45.88998
CH DE THIZY,690000633,B,2,4,1,2,4.3129662,46.0295421
CH DU MONT D'OR,690000773,A,1,4,1,2,4.83339,45.859492
CENTRE LEON BERARD,690000880,A,1,4,3,3,4.878857,45.741398
CTRE DE RÉADAPT FONCTIONNELLE REVEL,690001524,A,1,4,3,2,4.631202,45.582237
CLINIQUE NOTRE DAME,690002092,A,1,4,3,2,4.885607,45.758147
AURAL UNITE DIALYSE HOP CROIX ROUSSE,690004718,B,2,4,3,2,4.851273,45.739454
CHU/ HOPITAL FEMME MERE ENFANT - HCL (HCL),690007539,B,2,4,1,3,4.896946,45.748102
HAD SOINS ET SANTE VILLEFRANCHE,690007588,A,1,4,3,,4.719591,45.989577
CLINIQUE IRIS - SAINT-PRIEST,690010848,B,2,4,2,2,4.925119,45.715901
CHU/ IHOP - HCL (HCL),690019849,B,2,4,1,2,4.865801,45.738708
AURAL UNITE DIALYSE LYON 8EME VILLON,690022009,B,2,4,3,2,4.859086,45.735139
CALYDIAL - VENISSIEUX,690022058,A,1,4,3,2,4.8656,45.69035
HOPITAL PRIVE NATECIA,690022959,B,2,4,2,2,4.883657,45.741427
CALYDIAL - PIERRE-BENITE,690023098,A,1,4,3,2,4.824248,45.703578
CLINIQUE DU PARC LYON,690023239,A,1,4,2,2,4.853221,45.749495
HOPITAL PRIVE JEAN MERMOZ,690023411,A,1,4,2,3,4.875679,45.734528
CALYDIAL - IRIGNY,690024773,A,1,4,3,1,4.826731,45.687554
CLINIQUE IRIS - LYON 8EME,690025366,B,2,4,2,2,4.874036,45.735425
ENDO LYON SUD OUEST,690029186,A,1,4,2,2,4.823678,45.689403
CLINIQUE LA MAJOLANE,690030119,A,1,4,2,2,4.9998034999,45.7712888
SSR LES LILAS BLEUS,690030283,B,2,4,2,2,4.8472348,45.7435029
SSR FIDEV,690030333,A,1,4,3,2,4.798629,45.779034
CMP&CATTP&HDJ ENFANT - JEAN DECHAUME,690030648,B,2,4,3,,4.8070275999,45.701604
CENTRE DE DIALYSE ATIRRA - GLEIZE,690030770,B,2,4,2,2,4.689613,46.000347
CTRE GERONTO-PSY DE L'OUEST LYONNAIS,690030838,B,2,4,2,,4.6168021999,45.8395862
NEPHROCARE RILLIEUX,690031513,A,1,4,2,1,4.886909,45.822189
CTRE DE SOINS AMBUL EN PSYCHIATRIE,690036082,B,2,4,2,,4.864443,45.770563
MEDIPOLE HOPITAL PRIVE,690041124,B,2,4,2,3,4.864908,45.776868
MEDIPOLE HOPITAL MUTUALISTE,690041132,,,,3,3,4.8410238,45.7562508
HOPITAL PRIVE NATECIA - GYNECOLOGIE,690042080,B,2,4,2,2,4.883657,45.741427
CLINIQUE DU PARC - CAK,690043476,A,1,4,2,2,4.853221,45.749495
HIA DESGENETTES,690780093,A,1,4,1,2,4.8926808,45.7405165
CH SAINT JEAN DE DIEU - ARHM,690780143,B,2,4,3,,4.8540102,45.7244007
HOPITAL DE L'ARBRESLE LE RAVATEL,690780150,A,1,4,3,2,4.614342,45.842591
CLINIQUE EMILIE DE VIALAR,690780200,B,2,4,3,2,4.8713488,45.7563549
CLINIQUE DE LA PART-DIEU,690780226,A,1,4,2,2,4.845731,45.759643
CLINIQUE SAINT CHARLES LYON,690780259,B,2,4,2,2,4.8266301,45.7699129
CLINIQUE DU VAL D'OUEST VENDOME,690780358,B,2,4,2,2,4.78135,45.768402
CLINIQUE MEDICO-CHIRURGICALE CHARCOT,690780366,A,1,4,2,2,4.7978720999,45.7498482
POLYCLINIQUE LYON NORD,690780390,A,1,4,2,2,4.8874709,45.8204496
GPE HOSP MUTUALISTE LES PORTES DU SUD,690780416,B,2,4,3,2,4.863019,45.688808
KORIAN LE BALCON LYONNAIS,690780481,B,2,4,2,2,4.659968,45.763346
NEPHROCARE TASSIN-CHARCOT,690780499,A,1,4,2,2,4.802577,45.733742
CLINIQUE MEDICALE DE CHAMPVERT,690780507,A,1,4,2,2,4.805368,45.759088
CLINIQUE VILLA DES ROSES,690780515,B,2,4,2,2,4.8032782999,45.7526169
CLINIQUE LA CHAVANNERIE,690780523,A,1,4,2,2,4.754085,45.710635
CLINIQUE MEDICALE MON REPOS,690780531,B,2,4,2,,4.783487,45.771539
CLINIQUE LYON LUMIERE,690780549,A,1,4,2,2,5.001398,45.769217
CLINIQUE DE LA SAUVEGARDE,690780648,B,2,4,2,2,4.786806,45.786761
HOPITAL PRIVE DE L'EST LYONNAIS (HPEL),690780655,B,2,4,2,2,4.92596,45.717258
CLINIQUE TRENEL,690780663,B,2,4,2,2,4.861847,45.5195455
SSR VAL ROSAY,690781026,A,1,4,3,3,4.8128788999,45.7957248
CLINIQUE SAINT VINCENT DE PAUL LYON,690781745,A,1,4,2,2,4.85327,45.733799
CTRE DE SANTÉ MENTALE HJ MGEN,690782081,A,1,4,3,2,4.8758812,45.750253099
CENTRE MEDICAL DE BAYERE,690782420,B,2,4,3,2,4.661931,45.874657
CHU/ HOPITAL EDOUARD HERRIOT - HCL (HCL),690783154,B,2,4,1,3,4.8799565,45.7434097
CHU/ HOPITAL LYON SUD - HCL (HCL),690784137,A,1,4,1,3,4.805393,45.703086
CHU/ HOPITAL CROIX-ROUSSE - HCL (HCL),690784152,B,2,4,1,3,4.832542,45.781032
CHU/ HOPITAL PIERRE WERTHEIMER - HCL (HCL),690784178,B,2,4,1,3,4.896946,45.748102
CHU/ HOPITAL LOUIS PRADEL - HCL (HCL),690784186,B,2,4,1,3,4.896946,45.748102
CHU/ HOPITAL DES CHARPENNES - HCL (HCL),690784194,B,2,4,1,2,4.864906,45.771662
CHU/ HOPITAL HENRY GABRIELLE - HCL (HCL),690784202,A,1,4,1,2,4.792154,45.688762
CHU/ HOPITAL DR FREDERIC DUGOUJON - HCL (HCL),690787429,B,2,4,1,2,4.837642,45.786001
CHU/ HOPITAL ANTOINE CHARIAL - HCL (HCL),690787452,B,2,0,1,2,4.752377,45.747424
CH DU VAL D'AZERGUES,690787460,B,2,4,1,2,4.654073,45.912653
CHU/ HOPITAL PIERRE GARRAUD - HCL (HCL),690787478,B,2,4,1,3,4.7898257,45.7472295
HAD SOINS ET SANTE LYON,690788930,A,1,4,3,3,4.91114,45.8274
SSR LA MAISONNEE,690790472,A,1,4,3,2,4.7723906999,45.7405741
CLINIQUE LES BRUYERES,690791082,A,1,4,2,2,4.515696,45.965423
USLD BELLECOMBE,690791132,B,2,4,2,2,4.849429,45.761215
INFIRMERIE PROTESTANTE,690793468,B,2,4,3,2,4.834289,45.786216
CALYDIAL - LYON 3EME,690795489,A,1,4,3,1,4.843239,45.757935
CATTP & EQ MOBILE DES CELESTINS - ARHM,690796024,B,2,4,3,,4.796523,45.720795
LONG SEJOUR DE COURS,690797873,B,2,4,1,2,4.317476,46.098348
USLD LES ALTHEAS,690801709,B,2,4,3,2,4.9283345999,45.7558433
USLD CH DE VILLEFRANCHE,690802251,B,2,4,1,2,4.723898,45.986896
USLD LES HIBISCUS,690802913,,,,3,2,4.865801,45.738708
CLINIQUE IRIS - MARCY L'ETOILE,690803044,B,2,4,2,2,4.704267,45.789293
USLD LA MALETIERE VAUGNERAY,690803093,B,2,4,3,2,4.657504,45.738381
AURAL UNITE DIALYSE CH VILLEFRANCHE,690804018,B,2,4,3,2,4.697079,45.989159
CH ST JOSEPH ST LUC,690805361,B,2,4,3,3,4.835501,45.749777
POLYCLINIQUE DU BEAUJOLAIS,690807367,B,2,4,2,2,4.718739,45.98904
GH HAUTE SAONE SITE GRAY,700000011,B,2,4,1,2,5.587889,47.444885
GH HAUTE SAONE SITE VESOUL,700000029,B,2,4,1,3,6.139316,47.635393
CLINIQUE MEDICALE BRUGNON AGACHE,700000045,A,1,4,3,2,5.6748741999,47.5047082
HOSPITALIA MUTUALITE HAD VESOUL,700000698,B,2,4,3,2,6.1566367,47.6236088
CHS ST REMY ET NFC UIA VESOUL,700003148,A,1,4,3,,6.1417211,47.6356334
UNITE DIALYSE SANTELYS VESOUL,700003577,B,2,4,3,2,6.163877,47.624562
CHS ST REMY ET NFC CPIJ LES HABERGES,700004245,A,1,4,3,,6.1542799999,47.619788
CRCPFC UNITE AMBULATOIRE HERICOURT,700004377,A,1,4,3,2,6.756446,47.57669
CHS ST REMY ET NFC CPG HERICOURT,700004542,A,1,4,3,,6.765011,47.573045
CMPR BRETEGNIER HERICOURT,700780042,A,1,4,3,2,6.756446,47.57669
GH HAUTE SAONE SITE LUXEUIL,700780059,B,2,4,1,2,6.3787194,47.821474599
CHS ST REMY ET NFC SITE SAINT REMY,700780075,A,1,4,3,3,6.09336,47.83419
CLINIQUE ST MARTIN,700780174,B,2,4,2,2,6.139785,47.633631
GH HAUTE SAONE SITE LURE,700780208,B,2,4,1,2,6.499362,47.681068
CHS ST REMY ET NFC SITE CLAIREFONTAINE,700780299,A,1,4,3,,6.069897,47.88395
USLD LA CHENAIE,700784341,A,1,4,3,2,6.0936120999,47.8330008
CRF NAVENNE,700784887,A,1,4,2,2,6.15526,47.621035
SSR MARGUERITE BOUCICAUT,710002288,B,2,4,3,2,4.8435519,46.7760069
CLINIQUE DU CHALONNAIS,710002569,A,1,4,2,2,4.806832,46.794178
POLYCLINIQUE DU VAL DE SAONE,710006859,B,2,4,2,2,4.812571,46.317228
CH DU PAYS CHAROLAIS BRIONNAIS,710010067,B,2,4,1,2,4.1091743,46.4656052
UNITE DE DIALYSE DE MONTCEAU,710010166,B,2,4,3,2,4.363874,46.669737
CH AUTUN SITE PARPAS,710010786,A,1,4,1,2,4.29247,46.952086
HAD NORD SAONE ET LOIRE,710015231,B,2,4,3,2,4.8656335,46.8132346
CLINIQUE LE GOUZ,710015587,,,,2,2,5.212366,46.62595
KORIAN LE TINAILLER,710780081,A,1,4,2,2,4.793799,46.352356
CLINIQUE VAL DRACY,710780818,B,2,4,2,2,4.840451,46.761572
HOPITAL PRIVE SAINTE MARIE,710780917,A,1,4,2,2,4.856962,46.797507
CLINIQUE DU PARC,710781410,B,2,4,2,2,4.29408,46.950182
CRRF LE BOURBONNAIS,710781535,A,1,4,3,2,3.7658281999,46.6161003
CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL,710781824,B,2,4,2,2,4.780687,46.798168
ANTENNE DIALYSE DE MACON,710970658,B,2,4,3,1,5.112287,46.6097759
USLD CH DU PAYS CHAROLAIS BRIONNAIS,710972365,B,2,4,1,2,4.1229849999,46.453714299
USLD HOTEL DIEU CH LES CHANAUX,710972423,B,2,4,1,2,4.831651,46.309104
ANTENNE DIALYSE DE CHALON SUR SAONE,710973504,B,2,4,3,1,4.6001479999,46.801317999
UNITE DE DIALYSE DE CHALON SAINT REMY,710974502,B,2,4,3,1,4.82837,46.770181
UNITE DE DIALYSE DE MACON MURGERETS,710974510,B,2,4,3,,4.825266,46.329146
UNITE DE DIALYSE DE MACON CHANAUX,710974528,B,2,4,3,2,4.8176879999,46.310417
KORIAN LA BRESSANE,710977307,A,1,4,2,2,5.244272,46.480486
HOPITAL LOCAL CHAGNY,710978107,B,2,4,1,2,4.750696,46.910295
